DateTime,Latitude,Longitude
2020-07-23 17:06:03.125000+00:00,43.44471,-79.73135
2020-07-23 17:06:04.125000+00:00,43.44466,-79.73117
2020-07-23 17:06:05.125000+00:00,43.444607,-79.730995
2020-07-23 17:06:06.125000+00:00,43.444557,-79.73084
2020-07-23 17:06:07.125000+00:00,43.44453,-79.73069
2020-07-23 17:06:08.125000+00:00,43.444504,-79.73054
2020-07-23 17:06:09.125000+00:00,43.44448,-79.73038
2020-07-23 17:06:10.125000+00:00,43.444454,-79.730255
2020-07-23 17:06:11.188000+00:00,43.444454,-79.73018
2020-07-23 17:06:12.125000+00:00,43.444454,-79.7301
2020-07-23 17:06:13.125000+00:00,43.444427,-79.73005
2020-07-23 17:06:14.063000+00:00,43.444427,-79.73005
2020-07-23 17:06:15.125000+00:00,43.444427,-79.73005
2020-07-23 17:06:16.125000+00:00,43.444427,-79.73002
2020-07-23 17:06:17.125000+00:00,43.444427,-79.72997
2020-07-23 17:06:18.125000+00:00,43.444427,-79.72992
2020-07-23 17:06:19.125000+00:00,43.444405,-79.729866
2020-07-23 17:06:20.125000+00:00,43.444405,-79.72977
2020-07-23 17:06:21.188000+00:00,43.444378,-79.72967
2020-07-23 17:06:22.125000+00:00,43.444378,-79.72954
2020-07-23 17:06:23.125000+00:00,43.44435,-79.72941
2020-07-23 17:06:24.125000+00:00,43.44435,-79.72928
2020-07-23 17:06:25.125000+00:00,43.444324,-79.729126
2020-07-23 17:06:26.125000+00:00,43.444324,-79.72897
2020-07-23 17:06:27.125000+00:00,43.4443,-79.72882
2020-07-23 17:06:28.125000+00:00,43.4443,-79.72867
2020-07-23 17:06:29.125000+00:00,43.444275,-79.728516
2020-07-23 17:06:30.125000+00:00,43.44425,-79.728355
2020-07-23 17:06:31.188000+00:00,43.44425,-79.72823
2020-07-23 17:06:32.125000+00:00,43.444225,-79.72813
2020-07-23 17:06:33.125000+00:00,43.444225,-79.72803
2020-07-23 17:06:34.125000+00:00,43.44425,-79.727974
2020-07-23 17:06:35.125000+00:00,43.44425,-79.72792
2020-07-23 17:06:36.125000+00:00,43.444275,-79.7279
2020-07-23 17:06:37.125000+00:00,43.4443,-79.7279
2020-07-23 17:06:38.125000+00:00,43.444324,-79.7279
2020-07-23 17:06:39.125000+00:00,43.44435,-79.727875
2020-07-23 17:06:40.125000+00:00,43.444378,-79.72782
2020-07-23 17:06:41.188000+00:00,43.444405,-79.72777
2020-07-23 17:06:42.125000+00:00,43.444405,-79.727745
2020-07-23 17:06:43.125000+00:00,43.444405,-79.72769
2020-07-23 17:06:44.125000+00:00,43.444405,-79.72764
2020-07-23 17:06:45.125000+00:00,43.444405,-79.727615
2020-07-23 17:06:46.125000+00:00,43.444405,-79.72759
2020-07-23 17:06:47.125000+00:00,43.444427,-79.72756
2020-07-23 17:06:48.125000+00:00,43.444454,-79.72756
2020-07-23 17:06:49.125000+00:00,43.44448,-79.72756
2020-07-23 17:06:50.125000+00:00,43.444504,-79.72756
2020-07-23 17:06:51.188000+00:00,43.44453,-79.72754
2020-07-23 17:06:52.125000+00:00,43.444557,-79.72754
2020-07-23 17:06:53.125000+00:00,43.444557,-79.727516
2020-07-23 17:06:54.125000+00:00,43.444584,-79.727516
2020-07-23 17:06:55.125000+00:00,43.444584,-79.727486
2020-07-23 17:06:56.125000+00:00,43.444584,-79.727486
2020-07-23 17:06:57.125000+00:00,43.444584,-79.72746
2020-07-23 17:06:58.063000+00:00,43.444584,-79.72746
2020-07-23 17:06:59.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:00.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:01.125000+00:00,43.444584,-79.72744
2020-07-23 17:07:02.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:03.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:04.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:05.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:06.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:07.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:08.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:09.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:09.125000+00:00,43.444584,-79.72741
2020-07-23 17:07:10.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:11.125000+00:00,43.444584,-79.72741
2020-07-23 17:07:12.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:13.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:14.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:15.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:16.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:17.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:18.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:19.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:20.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:21.125000+00:00,43.444584,-79.72741
2020-07-23 17:07:22.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:23.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:24.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:25.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:26.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:27.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:28.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:29.063000+00:00,43.444584,-79.72741
2020-07-23 17:07:29.125000+00:00,43.444584,-79.72741
2020-07-23 17:07:30.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:31.125000+00:00,43.444584,-79.72744
2020-07-23 17:07:32.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:33.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:34.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:35.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:36.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:37.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:38.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:39.063000+00:00,43.444584,-79.72744
2020-07-23 17:07:40.063000+00:00,43.444584,-79.72746
2020-07-23 17:07:41.125000+00:00,43.444584,-79.72746
2020-07-23 17:07:42.063000+00:00,43.444584,-79.72746
2020-07-23 17:07:43.063000+00:00,43.444607,-79.727486
2020-07-23 17:07:44.063000+00:00,43.444607,-79.727486
2020-07-23 17:07:45.063000+00:00,43.444607,-79.727516
2020-07-23 17:07:46.063000+00:00,43.444607,-79.727516
2020-07-23 17:07:47.063000+00:00,43.444607,-79.727516
2020-07-23 17:07:48.063000+00:00,43.444607,-79.72754
2020-07-23 17:07:49.063000+00:00,43.444607,-79.72754
2020-07-23 17:07:50.063000+00:00,43.444607,-79.727516
2020-07-23 17:07:51.188000+00:00,43.444607,-79.727516
2020-07-23 17:07:52.125000+00:00,43.444633,-79.727516
2020-07-23 17:07:53.125000+00:00,43.444683,-79.727486
2020-07-23 17:07:54.125000+00:00,43.44471,-79.727486
2020-07-23 17:07:55.125000+00:00,43.444736,-79.727486
2020-07-23 17:07:56.125000+00:00,43.444786,-79.72746
2020-07-23 17:07:57.125000+00:00,43.444813,-79.72746
2020-07-23 17:07:58.125000+00:00,43.444862,-79.72744
2020-07-23 17:07:59.125000+00:00,43.44489,-79.72744
2020-07-23 17:08:00.125000+00:00,43.444916,-79.72741
2020-07-23 17:08:01.188000+00:00,43.444916,-79.72739
2020-07-23 17:08:02.125000+00:00,43.444942,-79.72736
2020-07-23 17:08:03.125000+00:00,43.444916,-79.72733
2020-07-23 17:08:04.063000+00:00,43.444916,-79.72731
2020-07-23 17:08:05.063000+00:00,43.444916,-79.72728
2020-07-23 17:08:06.125000+00:00,43.444916,-79.72728
2020-07-23 17:08:07.125000+00:00,43.444916,-79.72726
2020-07-23 17:08:08.125000+00:00,43.444916,-79.7272
2020-07-23 17:08:09.063000+00:00,43.444916,-79.7272
2020-07-23 17:08:10.063000+00:00,43.444916,-79.7272
2020-07-23 17:08:11.188000+00:00,43.444916,-79.72718
2020-07-23 17:08:12.125000+00:00,43.444942,-79.72713
2020-07-23 17:08:13.125000+00:00,43.444965,-79.727104
2020-07-23 17:08:14.125000+00:00,43.44502,-79.72705
2020-07-23 17:08:15.125000+00:00,43.44507,-79.72705
2020-07-23 17:08:16.125000+00:00,43.445145,-79.72703
2020-07-23 17:08:17.125000+00:00,43.44522,-79.727005
2020-07-23 17:08:18.125000+00:00,43.445324,-79.727005
